,name,latitude,longitude,category,geometry
0,GMH Park Netball Courts,51.49601,-0.106626,basketball-court,"{'type': 'Point', 'coordinates': [51.49601, -0.106626]}"
1,The Regal,51.491352,-0.114949,basketball-court,"{'type': 'Point', 'coordinates': [51.491352, -0.114949]}"
2,Basket Ball Court,51.525298,-0.109598,basketball-court,"{'type': 'Point', 'coordinates': [51.525298, -0.109598]}"
3,Spa Fields Basketball Court,51.52541,-0.108339,basketball-court,"{'type': 'Point', 'coordinates': [51.52541, -0.108339]}"
4,Basketball Court,51.501277,-0.086212,basketball-court,"{'type': 'Point', 'coordinates': [51.501277, -0.086212]}"
5,Netball Courts,51.536528,-0.13703,basketball-court,"{'type': 'Point', 'coordinates': [51.536528, -0.13703]}"
6,Tabard Gardens - Basketball Court,51.514811,-0.174869,basketball-court,"{'type': 'Point', 'coordinates': [51.514811, -0.174869]}"
7,Lisson Grove - Basketball Court,51.525673,-0.168182,basketball-court,"{'type': 'Point', 'coordinates': [51.525673, -0.168182]}"
8,Basketball Courts,51.487366,-0.085247,basketball-court,"{'type': 'Point', 'coordinates': [51.487366, -0.085247]}"
9,Basketball Court,51.531601,-0.079473,basketball-court,"{'type': 'Point', 'coordinates': [51.531601, -0.079473]}"
10,Clapham Common Basketball Court,51.460019,-0.142943,basketball-court,"{'type': 'Point', 'coordinates': [51.460019, -0.142943]}"
11,Basketball Court,51.525673,-0.055333,basketball-court,"{'type': 'Point', 'coordinates': [51.525673, -0.055333]}"
12,Basketball Court,51.490018,-0.228093,basketball-court,"{'type': 'Point', 'coordinates': [51.490018, -0.228093]}"
13,Ravenscourt Park Basketball Court,51.49362,-0.240106,basketball-court,"{'type': 'Point', 'coordinates': [51.49362, -0.240106]}"
14,Island Gardens Basketball Court,51.488234,-0.010596,basketball-court,"{'type': 'Point', 'coordinates': [51.488234, -0.010596]}"
15,Lindsell Street Multi-Use Games Area,51.473653,-0.013718,basketball-court,"{'type': 'Point', 'coordinates': [51.473653, -0.013718]}"
16,Basketball Court,51.546138,0.006338,basketball-court,"{'type': 'Point', 'coordinates': [51.546138, 0.006338]}"
17,Charlton Park Basketball Court,51.475096,0.039662,basketball-court,"{'type': 'Point', 'coordinates': [51.475096, 0.039662]}"
18,One Tree Hill Basketball Court,51.54438,-0.304403,basketball-court,"{'type': 'Point', 'coordinates': [51.54438, -0.304403]}"
19,Kingston College Arena,51.40759,-0.30508,basketball-court,"{'type': 'Point', 'coordinates': [51.40759, -0.30508]}"
20,Arneways Basketball Court,51.585247,0.133264,basketball-court,"{'type': 'Point', 'coordinates': [51.585247, 0.133264]}"
21,Leeming Park,51.667098,-0.281927,basketball-court,"{'type': 'Point', 'coordinates': [51.667098, -0.281927]}"
22,Wormley Netball Courts,51.734093,-0.030572,basketball-court,"{'type': 'Point', 'coordinates': [51.734093, -0.030572]}"
23,College Lane Basketball Courts,51.750856,-0.238647,basketball-court,"{'type': 'Point', 'coordinates': [51.750856, -0.238647]}"
0,Mildreds,51.513075,-0.13654,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.513075, -0.13654]}"
1,Pilpel,51.514984,-0.098656,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.514984, -0.098656]}"
2,Pilpel,51.514372,-0.10727,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.514372, -0.10727]}"
3,Green Note,51.537312,-0.145807,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.537312, -0.145807]}"
4,Mildreds,51.531322,-0.117384,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.531322, -0.117384]}"
5,Satan's Whiskers,51.529475,-0.056129,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.529475, -0.056129]}"
6,Purezza,51.538028,-0.144364,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.538028, -0.144364]}"
7,Rochelle Canteen,51.525784,-0.074223,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.525784, -0.074223]}"
8,Mildreds,51.545444,-0.074703,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.545444, -0.074703]}"
9,Kin,51.519444,-0.140363,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.519444, -0.140363]}"
10,Mallow,51.506277,-0.090402,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.506277, -0.090402]}"
11,Mr Falafel,51.505345,-0.226776,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.505345, -0.226776]}"
12,Black Cat,51.551395,-0.05559,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.551395, -0.05559]}"
13,Maramia Cafe,51.522584,-0.207712,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.522584, -0.207712]}"
14,Salt the Radish,51.563797,-0.10256,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.563797, -0.10256]}"
15,Bluebrick Cafe,51.4568,-0.073458,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.4568, -0.073458]}"
16,The Waiting Room,51.479262,-0.025944,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.479262, -0.025944]}"
17,The Gallery Cafe,51.529878,-0.054419,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.529878, -0.054419]}"
18,Rasa South Indian Vegetarian Restaurant,51.562072,-0.076389,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.562072, -0.076389]}"
19,Mildreds Camden,51.540599,-0.144908,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.540599, -0.144908]}"
20,Pipoca Vegan,51.472019,-0.112968,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.472019, -0.112968]}"
21,The Spread Eagle,51.54861,-0.040705,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.54861, -0.040705]}"
22,The Good Life Eatery,51.491935,-0.165311,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.491935, -0.165311]}"
23,The Canvas,51.520177,-0.071502,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.520177, -0.071502]}"
24,Love Shack,51.532341,-0.057313,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.532341, -0.057313]}"
25,Farmacy,51.515491,-0.192777,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.515491, -0.192777]}"
26,Lauderdale House,51.569327,-0.143473,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.569327, -0.143473]}"
27,Bubala,51.517785,-0.074149,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.517785, -0.074149]}"
28,Buhler and Co,51.590583,-0.017089,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.590583, -0.017089]}"
29,Tofu Vegan,51.537773,-0.102922,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.537773, -0.102922]}"
30,Neat Burger,51.514627,-0.14274,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.514627, -0.14274]}"
31,Indian Veg,51.53326,-0.110525,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.53326, -0.110525]}"
32,Sagar,51.512617,-0.1207,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.512617, -0.1207]}"
33,222 Veggie Vegan,51.485894,-0.203033,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.485894, -0.203033]}"
34,The Gate Islington,51.530255,-0.105299,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.530255, -0.105299]}"
35,Amrutha Lounge,51.443629,-0.190018,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.443629, -0.190018]}"
36,Jai Krishna,51.570126,-0.114289,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.570126, -0.114289]}"
37,Unity Diner,51.516771,-0.073851,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.516771, -0.073851]}"
38,Diwana Bhel Poori House,51.526978,-0.136515,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.526978, -0.136515]}"
39,Romeo's Sugar Free Bakery,51.541657,-0.103123,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.541657, -0.103123]}"
40,Wulf & Lamb,51.493548,-0.158564,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.493548, -0.158564]}"
41,Farmstand,51.514349,-0.121845,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.514349, -0.121845]}"
42,Vijay's Chawalla,51.538743,0.033051,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.538743, 0.033051]}"
43,The Kanteen,51.575525,-0.224442,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.575525, -0.224442]}"
44,The Gate,51.515127,-0.161121,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.515127, -0.161121]}"
45,Govinda's Restaurant,51.515847,-0.132749,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.515847, -0.132749]}"
46,We Are Vegan Everything,51.548786,-0.054707,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.548786, -0.054707]}"
47,Shayona Restaurant,51.547917,-0.262834,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.547917, -0.262834]}"
48,Tide Tables Cafe,51.457973,-0.306339,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.457973, -0.306339]}"
49,Leon,51.51431,-0.10392,vegan-restaurant,"{'type': 'Point', 'coordinates': [51.51431, -0.10392]}"
0,Ronnie Scott's,51.51331,-0.131451,club,"{'type': 'Point', 'coordinates': [51.51331, -0.131451]}"
1,Tramp,51.508208,-0.137666,club,"{'type': 'Point', 'coordinates': [51.508208, -0.137666]}"
2,Royal Automobile Club,51.506071,-0.134752,club,"{'type': 'Point', 'coordinates': [51.506071, -0.134752]}"
3,Annabel's,51.509132,-0.146903,club,"{'type': 'Point', 'coordinates': [51.509132, -0.146903]}"
4,Ain't Nothin But Blues Bar,51.512884,-0.139495,club,"{'type': 'Point', 'coordinates': [51.512884, -0.139495]}"
5,Retro Bar,51.509123,-0.12374,club,"{'type': 'Point', 'coordinates': [51.509123, -0.12374]}"
6,Corsica Studios,51.493837,-0.09861,club,"{'type': 'Point', 'coordinates': [51.493837, -0.09861]}"
7,100 Club,51.516166,-0.135211,club,"{'type': 'Point', 'coordinates': [51.516166, -0.135211]}"
8,The Box,51.512538,-0.134119,club,"{'type': 'Point', 'coordinates': [51.512538, -0.134119]}"
9,Village Underground,51.523635,-0.078645,club,"{'type': 'Point', 'coordinates': [51.523635, -0.078645]}"
10,Duke of Wellington,51.512307,-0.133251,club,"{'type': 'Point', 'coordinates': [51.512307, -0.133251]}"
11,Cirque le Soir,51.512906,-0.139024,club,"{'type': 'Point', 'coordinates': [51.512906, -0.139024]}"
12,Ministry of Sound,51.497744,-0.09953,club,"{'type': 'Point', 'coordinates': [51.497744, -0.09953]}"
13,Maddox Club,51.512697,-0.142356,club,"{'type': 'Point', 'coordinates': [51.512697, -0.142356]}"
14,Lucky Voice Holborn,51.515777,-0.112002,club,"{'type': 'Point', 'coordinates': [51.515777, -0.112002]}"
15,Phonox,51.464424,-0.114562,club,"{'type': 'Point', 'coordinates': [51.464424, -0.114562]}"
16,Be at One,51.511789,-0.138603,club,"{'type': 'Point', 'coordinates': [51.511789, -0.138603]}"
17,Ku Bar,51.511827,-0.129606,club,"{'type': 'Point', 'coordinates': [51.511827, -0.129606]}"
18,The Scotch of St James,51.507579,-0.137224,club,"{'type': 'Point', 'coordinates': [51.507579, -0.137224]}"
19,The Social,51.517359,-0.140988,club,"{'type': 'Point', 'coordinates': [51.517359, -0.140988]}"
20,The Yard Bar,51.512067,-0.133764,club,"{'type': 'Point', 'coordinates': [51.512067, -0.133764]}"
21,The Greyhound,51.427012,-0.055266,club,"{'type': 'Point', 'coordinates': [51.427012, -0.055266]}"
22,Fabric,51.51962,-0.10252,club,"{'type': 'Point', 'coordinates': [51.51962, -0.10252]}"
23,Tape London,51.51433,-0.144478,club,"{'type': 'Point', 'coordinates': [51.51433, -0.144478]}"
24,Electric Brixton,51.460158,-0.116695,club,"{'type': 'Point', 'coordinates': [51.460158, -0.116695]}"
25,Fold,51.519323,0.003792,club,"{'type': 'Point', 'coordinates': [51.519323, 0.003792]}"
26,Oslo,51.547285,-0.055623,club,"{'type': 'Point', 'coordinates': [51.547285, -0.055623]}"
27,Heaven,51.508129,-0.124161,club,"{'type': 'Point', 'coordinates': [51.508129, -0.124161]}"
28,St Moritz Restaurant,51.514446,-0.134974,club,"{'type': 'Point', 'coordinates': [51.514446, -0.134974]}"
29,Eagle London,51.486225,-0.119346,club,"{'type': 'Point', 'coordinates': [51.486225, -0.119346]}"
30,The Friendly Society,51.512363,-0.133218,club,"{'type': 'Point', 'coordinates': [51.512363, -0.133218]}"
31,The Steelyard,51.510136,-0.090236,club,"{'type': 'Point', 'coordinates': [51.510136, -0.090236]}"
32,The Cuckoo Club,51.509979,-0.137963,club,"{'type': 'Point', 'coordinates': [51.509979, -0.137963]}"
33,The Old Blue Last,51.524328,-0.080055,club,"{'type': 'Point', 'coordinates': [51.524328, -0.080055]}"
34,Bethnal Green Working Men's Club,51.528152,-0.063804,club,"{'type': 'Point', 'coordinates': [51.528152, -0.063804]}"
35,Two Brewers,51.463107,-0.134757,club,"{'type': 'Point', 'coordinates': [51.463107, -0.134757]}"
36,Chelsea Arts Club,51.487878,-0.174547,club,"{'type': 'Point', 'coordinates': [51.487878, -0.174547]}"
37,The Wilmington,51.526141,-0.110093,club,"{'type': 'Point', 'coordinates': [51.526141, -0.110093]}"
38,Vault 139,51.52357,-0.138862,club,"{'type': 'Point', 'coordinates': [51.52357, -0.138862]}"
39,Proud Embankment,51.510094,-0.11793,club,"{'type': 'Point', 'coordinates': [51.510094, -0.11793]}"
40,E1 London,51.508744,-0.060152,club,"{'type': 'Point', 'coordinates': [51.508744, -0.060152]}"
41,The Big Chill House,51.531038,-0.12003,club,"{'type': 'Point', 'coordinates': [51.531038, -0.12003]}"
42,Maggie's,51.486209,-0.180137,club,"{'type': 'Point', 'coordinates': [51.486209, -0.180137]}"
43,The Exmouth Arms,51.527889,-0.136694,club,"{'type': 'Point', 'coordinates': [51.527889, -0.136694]}"
44,Metropolis,51.532362,-0.056842,club,"{'type': 'Point', 'coordinates': [51.532362, -0.056842]}"
45,Drama,51.505474,-0.149949,club,"{'type': 'Point', 'coordinates': [51.505474, -0.149949]}"
46,Xoyo,51.525468,-0.085864,club,"{'type': 'Point', 'coordinates': [51.525468, -0.085864]}"
47,Market House,51.461488,-0.113692,club,"{'type': 'Point', 'coordinates': [51.461488, -0.113692]}"
48,Egg,51.541777,-0.125224,club,"{'type': 'Point', 'coordinates': [51.541777, -0.125224]}"
49,Electric Ballroom,51.539608,-0.142945,club,"{'type': 'Point', 'coordinates': [51.539608, -0.142945]}"
0,Wormholt Park Primary School,51.511722,-0.238485,school,"{'type': 'Point', 'coordinates': [51.511722, -0.238485]}"
1,Notre Dame R C Girls School,51.49711,-0.106231,school,"{'type': 'Point', 'coordinates': [51.49711, -0.106231]}"
2,Eaton House School,51.494096,-0.154935,school,"{'type': 'Point', 'coordinates': [51.494096, -0.154935]}"
3,Westminster Academy,51.521012,-0.192724,school,"{'type': 'Point', 'coordinates': [51.521012, -0.192724]}"
4,Parliament Hill School,51.557948,-0.149846,school,"{'type': 'Point', 'coordinates': [51.557948, -0.149846]}"
5,Hampstead Hill School,51.55344,-0.167805,school,"{'type': 'Point', 'coordinates': [51.55344, -0.167805]}"
6,St Eugene De Mazenod,51.540921,-0.193926,school,"{'type': 'Point', 'coordinates': [51.540921, -0.193926]}"
7,Belleville School,51.457437,-0.163447,school,"{'type': 'Point', 'coordinates': [51.457437, -0.163447]}"
8,Herne Hill School,51.454651,-0.09891,school,"{'type': 'Point', 'coordinates': [51.454651, -0.09891]}"
9,Salusbury Primary School,51.535937,-0.205658,school,"{'type': 'Point', 'coordinates': [51.535937, -0.205658]}"
10,The Petchey Academy,51.552317,-0.06978,school,"{'type': 'Point', 'coordinates': [51.552317, -0.06978]}"
11,Alleyn's School,51.454886,-0.082121,school,"{'type': 'Point', 'coordinates': [51.454886, -0.082121]}"
12,Melcombe Primary School,51.48607,-0.221146,school,"{'type': 'Point', 'coordinates': [51.48607, -0.221146]}"
13,Central Foundation Girls' School,51.527931,-0.028222,school,"{'type': 'Point', 'coordinates': [51.527931, -0.028222]}"
14,Grazebrook Primary School,51.564187,-0.083348,school,"{'type': 'Point', 'coordinates': [51.564187, -0.083348]}"
15,Clapton Girls' Academy,51.554153,-0.051984,school,"{'type': 'Point', 'coordinates': [51.554153, -0.051984]}"
16,Coleridge Primary School,51.57559,-0.12719,school,"{'type': 'Point', 'coordinates': [51.57559, -0.12719]}"
17,King Alfred School,51.56942,-0.184771,school,"{'type': 'Point', 'coordinates': [51.56942, -0.184771]}"
18,Beatrix Potter School,51.443937,-0.182331,school,"{'type': 'Point', 'coordinates': [51.443937, -0.182331]}"
19,Canary Wharf College,51.490301,-0.013911,school,"{'type': 'Point', 'coordinates': [51.490301, -0.013911]}"
20,Dunraven School,51.433275,-0.119841,school,"{'type': 'Point', 'coordinates': [51.433275, -0.119841]}"
21,James Wolfe Primary School,51.479712,-0.012497,school,"{'type': 'Point', 'coordinates': [51.479712, -0.012497]}"
22,Kingsdale Foundation School,51.432194,-0.084842,school,"{'type': 'Point', 'coordinates': [51.432194, -0.084842]}"
23,Southmead Primary School,51.445263,-0.216198,school,"{'type': 'Point', 'coordinates': [51.445263, -0.216198]}"
24,Henrietta Barnett School,51.581103,-0.189408,school,"{'type': 'Point', 'coordinates': [51.581103, -0.189408]}"
25,Albemarle Primary School,51.442025,-0.213675,school,"{'type': 'Point', 'coordinates': [51.442025, -0.213675]}"
26,Coldfall Primary School,51.596646,-0.153714,school,"{'type': 'Point', 'coordinates': [51.596646, -0.153714]}"
27,Grove Park Primary School,51.484816,-0.271625,school,"{'type': 'Point', 'coordinates': [51.484816, -0.271625]}"
28,John Ball Primary School,51.466181,0.006332,school,"{'type': 'Point', 'coordinates': [51.466181, 0.006332]}"
29,Tudor School,51.599986,-0.177463,school,"{'type': 'Point', 'coordinates': [51.599986, -0.177463]}"
30,Sherington Primary School,51.480252,0.025704,school,"{'type': 'Point', 'coordinates': [51.480252, 0.025704]}"
31,Gwyn Jones Primary School,51.573069,0.003188,school,"{'type': 'Point', 'coordinates': [51.573069, 0.003188]}"
32,Holy Trinity Primary School & Nursery Unit,51.463405,-0.285667,school,"{'type': 'Point', 'coordinates': [51.463405, -0.285667]}"
33,Wimbledon Chase Primary School,51.412882,-0.212647,school,"{'type': 'Point', 'coordinates': [51.412882, -0.212647]}"
34,Wren Academy,51.613836,-0.167839,school,"{'type': 'Point', 'coordinates': [51.613836, -0.167839]}"
35,Ursuline High School,51.415136,-0.223353,school,"{'type': 'Point', 'coordinates': [51.415136, -0.223353]}"
36,Grange Primary School,51.503038,-0.305122,school,"{'type': 'Point', 'coordinates': [51.503038, -0.305122]}"
37,Ealing Independent College,51.512307,-0.308314,school,"{'type': 'Point', 'coordinates': [51.512307, -0.308314]}"
38,Walthamstow Academy,51.59955,-0.024354,school,"{'type': 'Point', 'coordinates': [51.59955, -0.024354]}"
39,Churchfields Primary School,51.403616,-0.048554,school,"{'type': 'Point', 'coordinates': [51.403616, -0.048554]}"
40,Frith Manor Primary School,51.614873,-0.201627,school,"{'type': 'Point', 'coordinates': [51.614873, -0.201627]}"
41,Notting Hill and Ealing High School - Junior Dept,51.519736,-0.31601,school,"{'type': 'Point', 'coordinates': [51.519736, -0.31601]}"
42,Coombe Girls School,51.410359,-0.263268,school,"{'type': 'Point', 'coordinates': [51.410359, -0.263268]}"
43,West Grove Primary School,51.636734,-0.125701,school,"{'type': 'Point', 'coordinates': [51.636734, -0.125701]}"
44,Claremont High School,51.584027,-0.293413,school,"{'type': 'Point', 'coordinates': [51.584027, -0.293413]}"
45,Orleans Infant School,51.452479,-0.321463,school,"{'type': 'Point', 'coordinates': [51.452479, -0.321463]}"
46,Orleans Park School,51.449849,-0.320944,school,"{'type': 'Point', 'coordinates': [51.449849, -0.320944]}"
47,Latchmere School,51.422578,-0.294303,school,"{'type': 'Point', 'coordinates': [51.422578, -0.294303]}"
48,St Agatha's Catholic Primary School,51.422036,-0.293167,school,"{'type': 'Point', 'coordinates': [51.422036, -0.293167]}"
49,Glenthorne High School,51.380625,-0.200615,school,"{'type': 'Point', 'coordinates': [51.380625, -0.200615]}"
0,Starbucks,51.510355,-0.1392,starbucks,"{'type': 'Point', 'coordinates': [51.510355, -0.1392]}"
1,Starbucks,51.512244,-0.121751,starbucks,"{'type': 'Point', 'coordinates': [51.512244, -0.121751]}"
2,Starbucks,51.507335,-0.1425,starbucks,"{'type': 'Point', 'coordinates': [51.507335, -0.1425]}"
3,Starbucks,51.502156,-0.117629,starbucks,"{'type': 'Point', 'coordinates': [51.502156, -0.117629]}"
4,Starbucks,51.508822,-0.144252,starbucks,"{'type': 'Point', 'coordinates': [51.508822, -0.144252]}"
5,Starbucks,51.50748,-0.122999,starbucks,"{'type': 'Point', 'coordinates': [51.50748, -0.122999]}"
6,Starbucks,51.512795,-0.13323,starbucks,"{'type': 'Point', 'coordinates': [51.512795, -0.13323]}"
7,Starbucks,51.516658,-0.129233,starbucks,"{'type': 'Point', 'coordinates': [51.516658, -0.129233]}"
8,Starbucks,51.514765,-0.150258,starbucks,"{'type': 'Point', 'coordinates': [51.514765, -0.150258]}"
9,Starbucks,51.513847,-0.117479,starbucks,"{'type': 'Point', 'coordinates': [51.513847, -0.117479]}"
10,Starbucks,51.51603,-0.143995,starbucks,"{'type': 'Point', 'coordinates': [51.51603, -0.143995]}"
11,Starbucks,51.51525,-0.135126,starbucks,"{'type': 'Point', 'coordinates': [51.51525, -0.135126]}"
12,Starbucks,51.518223,-0.125809,starbucks,"{'type': 'Point', 'coordinates': [51.518223, -0.125809]}"
13,Starbucks,51.514974,-0.137584,starbucks,"{'type': 'Point', 'coordinates': [51.514974, -0.137584]}"
14,Starbucks,51.499107,-0.135596,starbucks,"{'type': 'Point', 'coordinates': [51.499107, -0.135596]}"
15,Starbucks,51.498155,-0.132786,starbucks,"{'type': 'Point', 'coordinates': [51.498155, -0.132786]}"
16,Starbucks,51.517606,-0.14267,starbucks,"{'type': 'Point', 'coordinates': [51.517606, -0.14267]}"
17,Starbucks,51.516379,-0.120061,starbucks,"{'type': 'Point', 'coordinates': [51.516379, -0.120061]}"
18,Starbucks,51.514722,-0.126655,starbucks,"{'type': 'Point', 'coordinates': [51.514722, -0.126655]}"
19,Starbucks,51.515096,-0.130274,starbucks,"{'type': 'Point', 'coordinates': [51.515096, -0.130274]}"
20,Starbucks,51.503994,-0.109461,starbucks,"{'type': 'Point', 'coordinates': [51.503994, -0.109461]}"
21,Starbucks,51.494366,-0.146806,starbucks,"{'type': 'Point', 'coordinates': [51.494366, -0.146806]}"
22,Starbucks,51.525303,-0.128282,starbucks,"{'type': 'Point', 'coordinates': [51.525303, -0.128282]}"
23,Starbucks,51.492549,-0.148642,starbucks,"{'type': 'Point', 'coordinates': [51.492549, -0.148642]}"
24,Starbucks,51.499091,-0.133591,starbucks,"{'type': 'Point', 'coordinates': [51.499091, -0.133591]}"
25,Starbucks,51.520625,-0.134698,starbucks,"{'type': 'Point', 'coordinates': [51.520625, -0.134698]}"
26,Starbucks,51.494811,-0.143057,starbucks,"{'type': 'Point', 'coordinates': [51.494811, -0.143057]}"
27,Starbucks,51.492085,-0.165586,starbucks,"{'type': 'Point', 'coordinates': [51.492085, -0.165586]}"
28,Starbucks,51.524302,-0.138234,starbucks,"{'type': 'Point', 'coordinates': [51.524302, -0.138234]}"
29,Starbucks,51.522518,-0.156906,starbucks,"{'type': 'Point', 'coordinates': [51.522518, -0.156906]}"
30,Starbucks,51.521644,-0.15707,starbucks,"{'type': 'Point', 'coordinates': [51.521644, -0.15707]}"
31,Starbucks,51.521461,-0.143533,starbucks,"{'type': 'Point', 'coordinates': [51.521461, -0.143533]}"
32,Starbucks,51.518983,-0.168947,starbucks,"{'type': 'Point', 'coordinates': [51.518983, -0.168947]}"
33,Starbucks,51.506533,-0.100135,starbucks,"{'type': 'Point', 'coordinates': [51.506533, -0.100135]}"
34,Starbucks,51.522366,-0.135655,starbucks,"{'type': 'Point', 'coordinates': [51.522366, -0.135655]}"
35,Starbucks,51.480623,-0.128149,starbucks,"{'type': 'Point', 'coordinates': [51.480623, -0.128149]}"
36,Starbucks,51.4951,-0.144988,starbucks,"{'type': 'Point', 'coordinates': [51.4951, -0.144988]}"
37,Starbucks,51.499957,-0.104317,starbucks,"{'type': 'Point', 'coordinates': [51.499957, -0.104317]}"
38,Starbucks,51.525909,-0.154938,starbucks,"{'type': 'Point', 'coordinates': [51.525909, -0.154938]}"
39,Starbucks,51.504097,-0.075432,starbucks,"{'type': 'Point', 'coordinates': [51.504097, -0.075432]}"
40,Starbucks,51.523856,-0.123299,starbucks,"{'type': 'Point', 'coordinates': [51.523856, -0.123299]}"
41,Starbucks,51.51388,-0.149514,starbucks,"{'type': 'Point', 'coordinates': [51.51388, -0.149514]}"
42,Starbucks,51.501276,-0.161106,starbucks,"{'type': 'Point', 'coordinates': [51.501276, -0.161106]}"
43,Starbucks,51.503216,-0.113413,starbucks,"{'type': 'Point', 'coordinates': [51.503216, -0.113413]}"
44,Starbucks,51.508128,-0.101911,starbucks,"{'type': 'Point', 'coordinates': [51.508128, -0.101911]}"
45,Starbucks,51.530942,-0.122104,starbucks,"{'type': 'Point', 'coordinates': [51.530942, -0.122104]}"
46,Starbucks,51.516394,-0.103293,starbucks,"{'type': 'Point', 'coordinates': [51.516394, -0.103293]}"
47,Starbucks,51.514326,-0.152723,starbucks,"{'type': 'Point', 'coordinates': [51.514326, -0.152723]}"
48,Starbucks,51.514575,-0.143871,starbucks,"{'type': 'Point', 'coordinates': [51.514575, -0.143871]}"
49,Starbucks,51.514974,-0.137584,starbucks,"{'type': 'Point', 'coordinates': [51.514974, -0.137584]}"
