,name,latitude,longitude,category
27,Wholesome Bakery,37.772015,-122.437462,vegan-restaurant
28,Cafe Del Soul,37.881187,-122.525345,vegan-restaurant
29,Millennium,37.847406,-122.251847,vegan-restaurant
30,Mixt,37.812266,-122.266476,vegan-restaurant
31,Thai Idea Vegetarian Restaurant,37.783391,-122.418998,vegan-restaurant
32,Peasant Pies,37.763748,-122.469001,vegan-restaurant
33,Nourish Cafe,37.785273,-122.464765,vegan-restaurant
34,Baia,37.77817,-122.421915,vegan-restaurant
35,Mr Dewie's Cashew Creamery,37.890152,-122.298262,vegan-restaurant
36,Sweetgreen,37.56332,-122.325896,vegan-restaurant
37,Donut Farm,37.795336,-122.393463,vegan-restaurant
38,The Plant Cafe Organic,37.79175,-122.402358,vegan-restaurant
39,Core Kitchen,37.804159,-122.27261,vegan-restaurant
40,Nourish Cafe,37.790628,-122.41706,vegan-restaurant
41,Lemat,37.8503,-122.271211,vegan-restaurant
42,Big Lantern Restaurant,37.764959,-122.423356,vegan-restaurant
43,Grilly's Mill Valley,37.89492,-122.532985,vegan-restaurant
44,Lion Dance Cafe,37.806124,-122.267772,vegan-restaurant
45,Neecha Thai,37.811936,-122.247365,vegan-restaurant
46,Obelisco Restaurant,37.77554,-122.224106,vegan-restaurant
47,The Green Enchilada,37.650934,-122.491922,vegan-restaurant
48,Hippie Thai Street Food,37.770291,-122.445887,vegan-restaurant
49,Ike's Sandwiches,37.869681,-122.268353,vegan-restaurant
0,Public Works,37.768956,-122.419363,club
1,Oasis,37.771782,-122.414442,club
2,Jolene's Bar,37.765554,-122.413429,club
3,The Great Northern,37.767481,-122.40659,club
4,Madrone Art Bar,37.774201,-122.437404,club
5,Club Six,37.781406,-122.40949,club
6,F8 1192 Folsom,37.775283,-122.409986,club
7,The View,37.785207,-122.404625,club
8,Midnight Sun,37.760801,-122.434146,club
9,Bay View Boat Club,37.771064,-122.386157,club
10,Underground SF,37.772415,-122.429244,club
11,Cat Club,37.775367,-122.409851,club
12,Sláinte,37.79598,-122.276658,club
13,Sundance Saloon,37.739852,-122.404675,club
14,El Lopo,37.788978,-122.42069,club
15,Blondie's Bar,37.764119,-122.421944,club
16,Beaux,37.763609,-122.434169,club
17,Monarch,37.780935,-122.408387,club
18,The Plough And Stars,37.783261,-122.460346,club
19,DNA Lounge,37.771002,-122.412675,club
20,Pier 23 Cafe,37.803372,-122.400748,club
21,Monroe,37.79795,-122.405017,club
22,Danzhaus Aka The Gingerbread House,37.750074,-122.396176,club
23,Southside Spirit House,37.787118,-122.397568,club
24,Bootie San Francisco,37.771002,-122.412675,club
25,MeloMelo Kava Bar,37.87119,-122.277394,club
26,Hello Stranger,37.806928,-122.269253,club
27,The Wreck Room,37.791186,-122.417021,club
28,White Horse Inn,37.851754,-122.260498,club
29,Ruby Room,37.801507,-122.263559,club
30,Radio,37.803291,-122.271125,club
31,Halcyon,37.771424,-122.41399,club
32,The Mint Karaoke Lounge,37.770221,-122.425889,club
33,Lookout,37.764363,-122.433282,club
34,Latin American Club,37.75544,-122.4205,club
35,1015 Folsom,37.778128,-122.405784,club
36,Death Guild,37.771067,-122.412679,club
37,Make-Out Room,37.755294,-122.419417,club
38,Raven Bar,37.775665,-122.408936,club
39,Space 550,37.739852,-122.404675,club
40,The Swingin' Door,37.545093,-122.304619,club
41,Beauty Bar,37.760396,-122.41893,club
42,Comet Club,37.798191,-122.435859,club
43,Condor Club,37.798052,-122.406673,club
44,Slate Bar,37.765048,-122.417914,club
45,Roccapulco,37.747169,-122.419129,club
46,Temple Nightclub,37.787904,-122.397112,club
47,Milk Bar,37.769544,-122.452651,club
48,Q Bar,37.761624,-122.435341,club
49,Hue SF,37.797934,-122.404801,club
0,City College of San Francisco Mission Campus,37.755083,-122.420049,school
1,Sunset Elementary School,37.750835,-122.499678,school
2,Chinese American International School,37.775275,-122.422111,school
3,Children's Day School,37.764166,-122.425172,school
4,Creative Arts Charter School,37.779853,-122.435776,school
5,McKinley Elementary School,37.767045,-122.436236,school
6,Gateway High School,37.783164,-122.437334,school
7,Pacific Primary School,37.775584,-122.441615,school
8,Live Oak School,37.763563,-122.399263,school
9,Harvey Milk Civil Rights Academy,37.759027,-122.436406,school
10,Chinese Immersion School at De Avila,37.769696,-122.444276,school
11,San Francisco Day School,37.778074,-122.446636,school
12,Raoul Wallenberg Traditional High School,37.780367,-122.446127,school
13,Lycee Francais La Perouse,37.768003,-122.446755,school
14,Daniel Webster Elementary SCHL,37.760539,-122.396075,school
15,Town School For Boys,37.791926,-122.440219,school
16,Katherine Michiels School,37.749866,-122.422464,school
17,New School San Francisco,37.800905,-122.415086,school
18,Starr King Elementary School,37.75324,-122.399229,school
19,Grattan Elementary School,37.76329,-122.450703,school
20,Rooftop Elementary School,37.754621,-122.443597,school
21,Paul Revere Elementary School,37.737285,-122.413051,school
22,The San Francisco School,37.732725,-122.411564,school
23,Argonne Elementary School,37.775318,-122.476569,school
24,West Portal Elementary School,37.743445,-122.464497,school
25,E R Taylor Elementary School,37.727629,-122.407251,school
26,Herbert Hoover Middle School,37.745388,-122.469412,school
27,Sunnyside Elementary School,37.730384,-122.448607,school
28,San Francisco Community Alt,37.725946,-122.432298,school
29,Presidio Middle School,37.780924,-122.489872,school
30,Leadership High School,37.721607,-122.445007,school
31,Lick Wilmerding High School,37.72237,-122.449134,school
32,Katherine Delmar Burke School,37.783669,-122.492831,school
33,Lowell High School,37.730788,-122.483799,school
34,Jose Ortega Elementary School,37.716303,-122.466464,school
35,The Brandeis School of San Francisco,37.713325,-122.475453,school
36,Fernando Rivera Intermediate School,37.676452,-122.486573,school
37,El Camino High School,37.666933,-122.44141,school
38,All Souls Catholic School,37.657254,-122.41528,school
39,South San Francisco High School,37.647806,-122.426392,school
40,Yu Ming Charter School,37.847501,-122.283584,school
41,Westlake Middle School,37.814664,-122.261088,school
42,Tamalpais Valley Elementary School,37.874053,-122.527712,school
43,Franklin Elementary School,37.793312,-122.248663,school
44,American International Montessori School,37.847364,-122.270655,school
45,Grand Lake Montessori,37.815984,-122.2509,school
46,Monte Verde Elementary,37.636386,-122.45177,school
47,Cleveland Elementary School,37.804093,-122.2439,school
48,Good Shepherd Catholic School,37.64193,-122.489095,school
49,Shu Ren International,37.870122,-122.285899,school
0,Starbucks,37.777119,-122.419416,starbucks
1,Starbucks,37.784144,-122.407429,starbucks
2,Starbucks,37.766742,-122.409414,starbucks
3,Starbucks,37.77705,-122.417333,starbucks
4,Starbucks,37.767121,-122.393738,starbucks
5,Starbucks,37.788371,-122.393555,starbucks
6,Starbucks,37.789098,-122.408438,starbucks
7,Starbucks,37.765871,-122.40327,starbucks
8,Starbucks,37.78447,-122.404008,starbucks
9,Starbucks,37.788558,-122.434715,starbucks
10,Starbucks,37.790288,-122.433886,starbucks
11,Starbucks,37.761005,-122.434723,starbucks
12,Starbucks,37.786534,-122.408216,starbucks
13,Starbucks,37.782897,-122.431441,starbucks
14,Starbucks,37.786145,-122.405612,starbucks
15,Starbucks,37.793818,-122.396678,starbucks
16,Starbucks,37.762898,-122.410549,starbucks
17,Starbucks,37.808309,-122.413086,starbucks
18,Starbucks,37.765899,-122.403343,starbucks
19,Starbucks,37.799192,-122.449395,starbucks
20,Starbucks,37.771253,-122.38925,starbucks
21,Starbucks,37.789293,-122.406729,starbucks
22,Starbucks,37.769017,-122.427967,starbucks
23,Starbucks,37.790219,-122.421982,starbucks
24,Starbucks,37.770241,-122.403384,starbucks
25,Starbucks,37.787194,-122.410692,starbucks
26,Starbucks,37.794601,-122.402669,starbucks
27,Starbucks,37.783427,-122.433049,starbucks
28,Starbucks,37.805322,-122.414988,starbucks
29,Starbucks,37.751353,-122.431652,starbucks
30,Starbucks,37.796744,-122.422081,starbucks
31,Starbucks,37.797625,-122.430406,starbucks
32,Starbucks,37.785943,-122.439864,starbucks
33,Starbucks,37.789599,-122.401872,starbucks
34,Starbucks,37.775689,-122.446208,starbucks
35,Starbucks,37.790448,-122.405722,starbucks
36,Starbucks,37.784199,-122.404135,starbucks
37,Starbucks,37.786226,-122.453212,starbucks
38,Starbucks,37.788625,-122.422318,starbucks
39,Starbucks,37.790646,-122.403867,starbucks
40,Starbucks,37.741145,-122.387696,starbucks
41,Starbucks,37.787664,-122.401113,starbucks
42,Starbucks,37.764164,-122.456344,starbucks
43,Starbucks,37.79291,-122.40429,starbucks
44,Starbucks,37.793025,-122.39978,starbucks
45,Starbucks,37.797015,-122.398007,starbucks
46,Starbucks,37.782117,-122.446733,starbucks
47,Starbucks,37.80278,-122.402936,starbucks
48,Starbucks Reserve,37.791487,-122.395101,starbucks
49,Starbucks,37.77009,-122.416062,starbucks
0,GAIL's Bakery Muswell Hill,51.590185,-0.14609,basketball-court
1,Doggy Boutique & Grooming,51.397455,-0.186146,basketball-court
2,Smart Dogs,51.482628,-0.21261,basketball-court
3,Downtown Woof,51.447689,-0.148501,basketball-court
4,Love My Hound,51.40849,-0.039107,basketball-court
5,Hot Dogs Grooming Parlour,51.647089,0.053841,basketball-court
6,Dogtastic,51.707826,-0.331201,basketball-court
7,Lovely Lucky's,51.489278,-0.117674,basketball-court
8,Doggone Fabulous,51.525196,-0.191193,basketball-court
9,Doherty Dog Training,51.466025,-0.158057,basketball-court
10,Pets in the City,51.518865,-0.218947,basketball-court
11,The Wag Club,51.552074,-0.196044,basketball-court
12,JJ's VIP PETS,51.582418,-0.098454,basketball-court
13,Cat Care Callers,51.429233,-0.126407,basketball-court
14,Love Luna,51.421279,-0.085619,basketball-court
15,K9 Couture Mobile Dog Grooming,51.598319,-0.138476,basketball-court
16,The Groom Room Hendon,51.580994,-0.245156,basketball-court
17,Curracloe,51.504431,-0.30657,basketball-court
18,Melly's Mutts,51.459742,0.040901,basketball-court
19,K 9 Grooms,51.397609,-0.186327,basketball-court
20,All Four Pets,51.420729,0.002415,basketball-court
21,The Groom Room Brentford,51.48213,-0.314275,basketball-court
22,Poochs Mobile Pamper Van,51.637194,-0.083375,basketball-court
23,Pet Universe Cat & Dog Grooming Salon,51.594867,0.056035,basketball-court
24,Pet Universe,51.594888,0.056506,basketball-court
25,Classy Canines,51.631183,0.004266,basketball-court
26,Absolutely No Tangles,51.566004,-0.35268,basketball-court
27,Puppy & Dog Training,51.655573,-0.188784,basketball-court
28,Mutleys Grooming Studio,51.391089,0.039449,basketball-court
29,Teddy Bear Dog Grooming Limited,51.455451,-0.366447,basketball-court
30,Bexleyheath Dog Grooming,51.478815,0.127803,basketball-court
31,Puppylove Grooming,51.424268,0.107074,basketball-court
32,Pawtastic Gundog Adventures,51.354553,-0.013799,basketball-court
33,Waggs Professional Dog Grooming,51.328033,-0.108707,basketball-court
34,MiGroomers Dagenham,51.564975,0.146288,basketball-court
35,Barbaras Dog Grooming,51.610261,-0.374556,basketball-court
36,Pawgeous Pooches,51.338482,-0.260109,basketball-court
37,Emma's Groom Room,51.446137,-0.424054,basketball-court
38,Purrfect Pooches,51.45238,0.177798,basketball-court
39,Dial a Dog Wash,51.696973,-0.027874,basketball-court
40,The Grooming Shed,51.701876,-0.028085,basketball-court
41,Hollywood Dogs,51.606785,0.166843,basketball-court
42,Jay-Jay Groomers,51.336645,-0.320292,basketball-court
43,Shaggy to Chic Pet Grooming Service,51.580983,0.190471,basketball-court
44,Kingsfield Dog Walkers,51.642561,-0.389362,basketball-court
45,Vanity Paws,51.565271,0.199129,basketball-court
46,Missy Pawfect Care & Grooming Service,51.304517,-0.234754,basketball-court
47,Carrie's Crufty Cuts,51.456723,0.206591,basketball-court
48,Dazzlingdogs,51.391459,0.165554,basketball-court
49,The Groom Room Walton on Thames,51.387927,-0.418045,basketball-court
0,GMH Park Netball Courts,51.49601,-0.106626,basketball-court
1,The Regal,51.491352,-0.114949,basketball-court
2,Basket Ball Court,51.525298,-0.109598,basketball-court
3,Spa Fields Basketball Court,51.52541,-0.108339,basketball-court
4,Basketball Court,51.501277,-0.086212,basketball-court
5,Netball Courts,51.536528,-0.13703,basketball-court
6,Tabard Gardens - Basketball Court,51.514811,-0.174869,basketball-court
7,Lisson Grove - Basketball Court,51.525673,-0.168182,basketball-court
8,Basketball Courts,51.487366,-0.085247,basketball-court
9,Basketball Court,51.531601,-0.079473,basketball-court
10,Clapham Common Basketball Court,51.460019,-0.142943,basketball-court
11,Basketball Court,51.525673,-0.055333,basketball-court
12,Basketball Court,51.490018,-0.228093,basketball-court
13,Ravenscourt Park Basketball Court,51.49362,-0.240106,basketball-court
14,Island Gardens Basketball Court,51.488234,-0.010596,basketball-court
15,Lindsell Street Multi-Use Games Area,51.473653,-0.013718,basketball-court
16,Basketball Court,51.546138,0.006338,basketball-court
17,Charlton Park Basketball Court,51.475096,0.039662,basketball-court
18,One Tree Hill Basketball Court,51.54438,-0.304403,basketball-court
19,Kingston College Arena,51.40759,-0.30508,basketball-court
20,Arneways Basketball Court,51.585247,0.133264,basketball-court
21,Leeming Park,51.667098,-0.281927,basketball-court
22,Wormley Netball Courts,51.734093,-0.030572,basketball-court
23,College Lane Basketball Courts,51.750856,-0.238647,basketball-court
0,Mildreds,51.513075,-0.13654,vegan-restaurant
1,Pilpel,51.514984,-0.098656,vegan-restaurant
2,Pilpel,51.514372,-0.10727,vegan-restaurant
3,Green Note,51.537312,-0.145807,vegan-restaurant
4,Mildreds,51.531322,-0.117384,vegan-restaurant
5,Satan's Whiskers,51.529475,-0.056129,vegan-restaurant
6,Purezza,51.538028,-0.144364,vegan-restaurant
7,Rochelle Canteen,51.525784,-0.074223,vegan-restaurant
8,Mildreds,51.545444,-0.074703,vegan-restaurant
9,Kin,51.519444,-0.140363,vegan-restaurant
10,Mallow,51.506277,-0.090402,vegan-restaurant
11,Mr Falafel,51.505345,-0.226776,vegan-restaurant
12,Black Cat,51.551395,-0.05559,vegan-restaurant
13,Maramia Cafe,51.522584,-0.207712,vegan-restaurant
14,Salt the Radish,51.563797,-0.10256,vegan-restaurant
15,Bluebrick Cafe,51.4568,-0.073458,vegan-restaurant
16,The Waiting Room,51.479262,-0.025944,vegan-restaurant
17,The Gallery Cafe,51.529878,-0.054419,vegan-restaurant
18,Rasa South Indian Vegetarian Restaurant,51.562072,-0.076389,vegan-restaurant
19,Mildreds Camden,51.540599,-0.144908,vegan-restaurant
20,Pipoca Vegan,51.472019,-0.112968,vegan-restaurant
21,The Spread Eagle,51.54861,-0.040705,vegan-restaurant
22,The Good Life Eatery,51.491935,-0.165311,vegan-restaurant
23,The Canvas,51.520177,-0.071502,vegan-restaurant
24,Love Shack,51.532341,-0.057313,vegan-restaurant
25,Farmacy,51.515491,-0.192777,vegan-restaurant
26,Lauderdale House,51.569327,-0.143473,vegan-restaurant
27,Bubala,51.517785,-0.074149,vegan-restaurant
28,Buhler and Co,51.590583,-0.017089,vegan-restaurant
29,Tofu Vegan,51.537773,-0.102922,vegan-restaurant
30,Neat Burger,51.514627,-0.14274,vegan-restaurant
31,Indian Veg,51.53326,-0.110525,vegan-restaurant
32,Sagar,51.512617,-0.1207,vegan-restaurant
33,222 Veggie Vegan,51.485894,-0.203033,vegan-restaurant
34,The Gate Islington,51.530255,-0.105299,vegan-restaurant
35,Amrutha Lounge,51.443629,-0.190018,vegan-restaurant
36,Jai Krishna,51.570126,-0.114289,vegan-restaurant
37,Unity Diner,51.516771,-0.073851,vegan-restaurant
38,Diwana Bhel Poori House,51.526978,-0.136515,vegan-restaurant
39,Romeo's Sugar Free Bakery,51.541657,-0.103123,vegan-restaurant
40,Wulf & Lamb,51.493548,-0.158564,vegan-restaurant
41,Farmstand,51.514349,-0.121845,vegan-restaurant
42,Vijay's Chawalla,51.538743,0.033051,vegan-restaurant
43,The Kanteen,51.575525,-0.224442,vegan-restaurant
44,The Gate,51.515127,-0.161121,vegan-restaurant
45,Govinda's Restaurant,51.515847,-0.132749,vegan-restaurant
46,We Are Vegan Everything,51.548786,-0.054707,vegan-restaurant
47,Shayona Restaurant,51.547917,-0.262834,vegan-restaurant
48,Tide Tables Cafe,51.457973,-0.306339,vegan-restaurant
49,Leon,51.51431,-0.10392,vegan-restaurant
0,Ronnie Scott's,51.51331,-0.131451,club
1,Tramp,51.508208,-0.137666,club
2,Royal Automobile Club,51.506071,-0.134752,club
3,Annabel's,51.509132,-0.146903,club
4,Ain't Nothin But Blues Bar,51.512884,-0.139495,club
5,Retro Bar,51.509123,-0.12374,club
6,Corsica Studios,51.493837,-0.09861,club
7,100 Club,51.516166,-0.135211,club
8,The Box,51.512538,-0.134119,club
9,Village Underground,51.523635,-0.078645,club
10,Duke of Wellington,51.512307,-0.133251,club
11,Cirque le Soir,51.512906,-0.139024,club
12,Ministry of Sound,51.497744,-0.09953,club
13,Maddox Club,51.512697,-0.142356,club
14,Lucky Voice Holborn,51.515777,-0.112002,club
15,Phonox,51.464424,-0.114562,club
16,Be at One,51.511789,-0.138603,club
17,Ku Bar,51.511827,-0.129606,club
18,The Scotch of St James,51.507579,-0.137224,club
19,The Social,51.517359,-0.140988,club
20,The Yard Bar,51.512067,-0.133764,club
21,The Greyhound,51.427012,-0.055266,club
22,Fabric,51.51962,-0.10252,club
23,Tape London,51.51433,-0.144478,club
24,Electric Brixton,51.460158,-0.116695,club
25,Fold,51.519323,0.003792,club
26,Oslo,51.547285,-0.055623,club
27,Heaven,51.508129,-0.124161,club
28,St Moritz Restaurant,51.514446,-0.134974,club
29,Eagle London,51.486225,-0.119346,club
30,The Friendly Society,51.512363,-0.133218,club
31,The Steelyard,51.510136,-0.090236,club
32,The Cuckoo Club,51.509979,-0.137963,club
33,The Old Blue Last,51.524328,-0.080055,club
34,Bethnal Green Working Men's Club,51.528152,-0.063804,club
35,Two Brewers,51.463107,-0.134757,club
36,Chelsea Arts Club,51.487878,-0.174547,club
37,The Wilmington,51.526141,-0.110093,club
38,Vault 139,51.52357,-0.138862,club
39,Proud Embankment,51.510094,-0.11793,club
40,E1 London,51.508744,-0.060152,club
41,The Big Chill House,51.531038,-0.12003,club
42,Maggie's,51.486209,-0.180137,club
43,The Exmouth Arms,51.527889,-0.136694,club
44,Metropolis,51.532362,-0.056842,club
45,Drama,51.505474,-0.149949,club
46,Xoyo,51.525468,-0.085864,club
47,Market House,51.461488,-0.113692,club
48,Egg,51.541777,-0.125224,club
49,Electric Ballroom,51.539608,-0.142945,club
0,Wormholt Park Primary School,51.511722,-0.238485,school
1,Notre Dame R C Girls School,51.49711,-0.106231,school
2,Eaton House School,51.494096,-0.154935,school
3,Westminster Academy,51.521012,-0.192724,school
4,Parliament Hill School,51.557948,-0.149846,school
5,Hampstead Hill School,51.55344,-0.167805,school
6,St Eugene De Mazenod,51.540921,-0.193926,school
7,Belleville School,51.457437,-0.163447,school
8,Herne Hill School,51.454651,-0.09891,school
9,Salusbury Primary School,51.535937,-0.205658,school
10,The Petchey Academy,51.552317,-0.06978,school
11,Alleyn's School,51.454886,-0.082121,school
12,Melcombe Primary School,51.48607,-0.221146,school
13,Central Foundation Girls' School,51.527931,-0.028222,school
14,Grazebrook Primary School,51.564187,-0.083348,school
15,Clapton Girls' Academy,51.554153,-0.051984,school
16,Coleridge Primary School,51.57559,-0.12719,school
17,King Alfred School,51.56942,-0.184771,school
18,Beatrix Potter School,51.443937,-0.182331,school
19,Canary Wharf College,51.490301,-0.013911,school
20,Dunraven School,51.433275,-0.119841,school
21,James Wolfe Primary School,51.479712,-0.012497,school
22,Kingsdale Foundation School,51.432194,-0.084842,school
23,Southmead Primary School,51.445263,-0.216198,school
24,Henrietta Barnett School,51.581103,-0.189408,school
25,Albemarle Primary School,51.442025,-0.213675,school
26,Coldfall Primary School,51.596646,-0.153714,school
27,Grove Park Primary School,51.484816,-0.271625,school
28,John Ball Primary School,51.466181,0.006332,school
29,Tudor School,51.599986,-0.177463,school
30,Sherington Primary School,51.480252,0.025704,school
31,Gwyn Jones Primary School,51.573069,0.003188,school
32,Holy Trinity Primary School & Nursery Unit,51.463405,-0.285667,school
33,Wimbledon Chase Primary School,51.412882,-0.212647,school
34,Wren Academy,51.613836,-0.167839,school
35,Ursuline High School,51.415136,-0.223353,school
36,Grange Primary School,51.503038,-0.305122,school
37,Ealing Independent College,51.512307,-0.308314,school
38,Walthamstow Academy,51.59955,-0.024354,school
39,Churchfields Primary School,51.403616,-0.048554,school
40,Frith Manor Primary School,51.614873,-0.201627,school
41,Notting Hill and Ealing High School - Junior Dept,51.519736,-0.31601,school
42,Coombe Girls School,51.410359,-0.263268,school
43,West Grove Primary School,51.636734,-0.125701,school
44,Claremont High School,51.584027,-0.293413,school
45,Orleans Infant School,51.452479,-0.321463,school
46,Orleans Park School,51.449849,-0.320944,school
47,Latchmere School,51.422578,-0.294303,school
48,St Agatha's Catholic Primary School,51.422036,-0.293167,school
49,Glenthorne High School,51.380625,-0.200615,school
0,Starbucks,51.510355,-0.1392,starbucks
1,Starbucks,51.512244,-0.121751,starbucks
2,Starbucks,51.507335,-0.1425,starbucks
3,Starbucks,51.502156,-0.117629,starbucks
4,Starbucks,51.508822,-0.144252,starbucks
5,Starbucks,51.50748,-0.122999,starbucks
6,Starbucks,51.512795,-0.13323,starbucks
7,Starbucks,51.516658,-0.129233,starbucks
8,Starbucks,51.514765,-0.150258,starbucks
9,Starbucks,51.513847,-0.117479,starbucks
10,Starbucks,51.51603,-0.143995,starbucks
11,Starbucks,51.51525,-0.135126,starbucks
12,Starbucks,51.518223,-0.125809,starbucks
13,Starbucks,51.514974,-0.137584,starbucks
14,Starbucks,51.499107,-0.135596,starbucks
15,Starbucks,51.498155,-0.132786,starbucks
16,Starbucks,51.517606,-0.14267,starbucks
17,Starbucks,51.516379,-0.120061,starbucks
18,Starbucks,51.514722,-0.126655,starbucks
19,Starbucks,51.515096,-0.130274,starbucks
20,Starbucks,51.503994,-0.109461,starbucks
21,Starbucks,51.494366,-0.146806,starbucks
22,Starbucks,51.525303,-0.128282,starbucks
23,Starbucks,51.492549,-0.148642,starbucks
24,Starbucks,51.499091,-0.133591,starbucks
25,Starbucks,51.520625,-0.134698,starbucks
26,Starbucks,51.494811,-0.143057,starbucks
27,Starbucks,51.492085,-0.165586,starbucks
28,Starbucks,51.524302,-0.138234,starbucks
29,Starbucks,51.522518,-0.156906,starbucks
30,Starbucks,51.521644,-0.15707,starbucks
31,Starbucks,51.521461,-0.143533,starbucks
32,Starbucks,51.518983,-0.168947,starbucks
33,Starbucks,51.506533,-0.100135,starbucks
34,Starbucks,51.522366,-0.135655,starbucks
35,Starbucks,51.480623,-0.128149,starbucks
36,Starbucks,51.4951,-0.144988,starbucks
37,Starbucks,51.499957,-0.104317,starbucks
38,Starbucks,51.525909,-0.154938,starbucks
39,Starbucks,51.504097,-0.075432,starbucks
40,Starbucks,51.523856,-0.123299,starbucks
41,Starbucks,51.51388,-0.149514,starbucks
42,Starbucks,51.501276,-0.161106,starbucks
43,Starbucks,51.503216,-0.113413,starbucks
44,Starbucks,51.508128,-0.101911,starbucks
45,Starbucks,51.530942,-0.122104,starbucks
46,Starbucks,51.516394,-0.103293,starbucks
47,Starbucks,51.514326,-0.152723,starbucks
48,Starbucks,51.514575,-0.143871,starbucks
49,Starbucks,51.514974,-0.137584,starbucks
